incdtno,date,timehr,timemin,ampm,type,state,temp,visiblty,weather,trnspd,tons,loadf1,emptyf1,cause,acctrk,acctrkcl,enghr,cdtrhr,cntycd,visiblty_>1 mile and <=2 miles,visiblty_>1/2 mile and <=1 mile,visiblty_>1/4 mile and <=1/2 mile,weather_clear/pc,weather_crosswinds,weather_fog/smoke,weather_rain,weather_snow/hail,acctrkcl_max spd 10mph or less,acctrkcl_max spd 20-25mph,acctrkcl_max spd 25-40mph,acctrkcl_max spd 40-60mph,acctrkcl_max spd 60mph or more,acctrk_leased another railroad,acctrk_owned by carrier,acctrk_trackage rights only
0122GC055,2022-01-12,9,0,PM,Hazardous material release,Massachusetts,44,>1 mile and <=2 miles,Clear/PC,8,10816,85,7,Human,Leased Another Railroad,Max spd 10mph or less,6,3,77,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0122GC055,2022-01-12,9,0,PM,Hazardous material release,Massachusetts,44,>1 mile and <=2 miles,Clear/PC,0,10816,110,20,Human,Leased Another Railroad,Max spd 10mph or less,6,6,77,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
220129005,2022-01-29,2,30,PM,Derailment,Massachusetts,69,>1/4 mile and <=1/2 mile,Clear/PC,10,4091,24,25,Other,Leased Another Railroad,Max spd 10mph or less,8,8,13,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
NOPB00004F,2022-02-10,9,45,PM,Hazardous material release,Massachusetts,56,>1 mile and <=2 miles,Clear/PC,6,4155,28,15,Human,Leased Another Railroad,Max spd 10mph or less,4,4,71,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0322GC021,2022-03-14,11,42,PM,,Massachusetts,64,>1 mile and <=2 miles,Rain,0,96,1,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,77,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0322GC024,2022-03-28,2,10,PM,Derailment,Massachusetts,80,>1/4 mile and <=1/2 mile,Clear/PC,4,12118,86,0,Other,Leased Another Railroad,Max spd 10mph or less,7,3,51,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
203198,2022-02-20,12,18,AM,Grade crossing accident,Mississippi,25,>1 mile and <=2 miles,Clear/PC,21,0,0,1,Other,Owned by Carrier,Max spd 25-40mph,2,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
203198,2022-02-20,12,18,AM,Grade crossing accident,Mississippi,25,>1 mile and <=2 miles,Clear/PC,0,9805,66,42,Other,Owned by Carrier,Max spd 25-40mph,7,7,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
169830,2022-01-25,1,40,PM,,Minnesota,25,>1/4 mile and <=1/2 mile,Rain,0,0,0,0,Other,Owned by Carrier,,5,5,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
D220311,2022-03-11,12,45,PM,Derailment,Missouri,26,>1/4 mile and <=1/2 mile,Clear/PC,9,3600,21,11,Other,Owned by Carrier,Max spd 10mph or less,11,11,17,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
144551,2022-03-01,4,30,AM,Derailment,Missouri,33,<=1/4 mile,Clear/PC,3,1744,16,0,Other,Leased Another Railroad,Max spd 10mph or less,4,4,163,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
206380,2022-07-28,10,40,AM,Other,Missouri,80,>1/4 mile and <=1/2 mile,Clear/PC,9,0,16,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,81,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1022GL004,2022-10-05,2,40,AM,Derailment,Montana,60,>1 mile and <=2 miles,Rain,8,12250,78,59,Other,Leased Another Railroad,Max spd 10mph or less,10,10,123,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1109943,2022-07-30,7,5,PM,Derailment,Montana,80,>1 mile and <=2 miles,Clear/PC,47,12023,71,52,Other,Owned by Carrier,Max spd 25-40mph,6,6,137,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
22052202,2022-05-22,8,30,PM,Derailment,Nebraska,80,>1/2 mile and <=1 mile,Clear/PC,4,1492,9,11,Human,Leased Another Railroad,Max spd 10mph or less,5,5,75,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
HL0522202,2022-05-20,2,20,PM,Trespasser,Nebraska,87,>1/4 mile and <=1/2 mile,Clear/PC,42,1108,4,17,Other,Owned by Carrier,Max spd 25-40mph,6,6,33,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
221,2022-04-14,10,50,PM,Derailment,Nebraska,52,>1 mile and <=2 miles,Clear/PC,4,0,7,1,Other,Jointly Owned,Max spd 10mph or less,3,3,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1103241,2022-05-20,12,10,PM,Trespasser,Nebraska,91,>1/4 mile and <=1/2 mile,Clear/PC,10,676,0,3,Other,Owned by Carrier,Max spd 10-20mph,2,2,121,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
CAG980422,2022-06-22,12,30,PM,Derailment,Nebraska,101,>1/4 mile and <=1/2 mile,Clear/PC,6,780,38,12,Other,Owned by Carrier,Max spd 10mph or less,7,7,83,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
145042,2022-02-26,8,15,PM,Trespasser,Oklahoma,41,>1 mile and <=2 miles,Snow/Hail,0,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,3,3,57,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
173229,2022-12-27,8,45,AM,Trespasser,Oklahoma,24,>1/4 mile and <=1/2 mile,Clear/PC,66,0,0,0,Other,Owned by Carrier,Max spd 40-60mph,5,5,57,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
206783,2022-08-20,1,8,AM,Grade crossing accident,Oklahoma,71,>1 mile and <=2 miles,Snow/Hail,15,10248,74,77,Other,Owned by Carrier,Max spd 20-25mph,8,8,51,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
206965,2022-08-30,9,35,AM,Derailment,Oklahoma,79,>1/4 mile and <=1/2 mile,Fog/Smoke,5,1800,18,0,Human,Leased Another Railroad,Max spd 10mph or less,2,2,179,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
151553,2022-11-25,3,30,AM,Derailment,Oklahoma,46,>1 mile and <=2 miles,Snow/Hail,5,0,3,0,Human,Leased Another Railroad,Max spd 10mph or less,5,5,81,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0722GL027,2022-07-26,11,20,AM,Derailment,New Jersey,74,>1/4 mile and <=1/2 mile,Rain,8,1381,9,5,Other,Leased Another Railroad,Max spd 10mph or less,4,4,53,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0722GP010,2022-07-16,9,32,AM,Derailment,New Jersey,78,>1/4 mile and <=1/2 mile,Rain,7,9144,63,56,Other,Leased Another Railroad,Max spd 10-20mph,3,3,111,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0722GP016,2022-07-25,11,25,AM,Hazardous material release,New Jersey,68,>1/4 mile and <=1/2 mile,Rain,4,3112,70,35,Human,Leased Another Railroad,Max spd 10mph or less,2,2,111,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0422GP015,2022-04-19,6,0,AM,Hazardous material release,New Jersey,40,<=1/4 mile,Rain,3,275,2,0,Other,Leased Another Railroad,Max spd 10-20mph,7,3,111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10202202,2022-10-24,1,34,AM,Collision,North Carolina,57,>1 mile and <=2 miles,Snow/Hail,8,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,17,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
172181,2022-09-28,10,0,AM,Derailment,North Carolina,50,>1/4 mile and <=1/2 mile,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,3,3,21,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
171414,2022-06-11,5,40,PM,,North Carolina,67,>1/4 mile and <=1/2 mile,Rain,0,0,0,0,Other,Owned by Carrier,Max spd 40-60mph,3,3,23,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
SW0122205,2022-01-21,4,37,PM,Trespasser,North Dakota,49,>1/4 mile and <=1/2 mile,Clear/PC,48,14300,100,0,Other,Owned by Carrier,Max spd 25-40mph,6,6,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
SW0422101,2022-04-01,12,14,PM,Derailment,North Dakota,65,>1/4 mile and <=1/2 mile,Clear/PC,8,220,0,4,Human,Leased Another Railroad,Max spd 10mph or less,5,5,9,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
SW0522101,2022-05-14,6,15,PM,,North Dakota,80,>1/2 mile and <=1 mile,Rain,5,13259,85,50,Human,Leased Another Railroad,Max spd 10mph or less,6,6,9,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
220328003,2022-03-28,4,50,PM,Grade crossing accident,North Dakota,88,>1/4 mile and <=1/2 mile,Clear/PC,0,5113,0,112,Other,Owned by Carrier,Max spd 10mph or less,4,4,25,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
SW1022106,2022-10-12,9,30,PM,Derailment,North Dakota,68,>1 mile and <=2 miles,Rain,4,496,0,16,Human,Leased Another Railroad,Max spd 10mph or less,4,4,15,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
SW0922107,2022-09-19,2,15,AM,Derailment,North Dakota,65,>1 mile and <=2 miles,Clear/PC,4,3588,29,6,Human,Leased Another Railroad,Max spd 10mph or less,3,3,61,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
SW1222104,2022-12-14,8,9,PM,Derailment,North Dakota,17,>1/2 mile and <=1 mile,Clear/PC,5,5620,81,0,Other,Owned by Carrier,Max spd 40-60mph,8,8,31,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
SW1222108,2022-12-20,10,20,PM,Derailment,North Dakota,40,>1 mile and <=2 miles,Clear/PC,3,5161,38,2,Human,Jointly Owned,Max spd 10mph or less,8,8,15,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
SW0622111,2022-06-15,11,30,PM,Derailment,North Dakota,65,>1 mile and <=2 miles,Clear/PC,0,78,0,1,Other,Leased Another Railroad,Max spd 10mph or less,3,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
SW0622111,2022-06-15,11,30,PM,Derailment,North Dakota,65,>1 mile and <=2 miles,Clear/PC,10,758,0,14,Other,Leased Another Railroad,Max spd 10mph or less,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
SW0522102,2022-05-21,8,45,AM,Derailment,North Dakota,75,<=1/4 mile,Clear/PC,10,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,1,1,9,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
SW0622103,2022-06-03,12,35,PM,Derailment,North Dakota,101,>1/4 mile and <=1/2 mile,Clear/PC,7,808,4,7,Human,Leased Another Railroad,Max spd 10mph or less,6,6,13,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
SW0622105,2022-06-06,6,0,AM,Derailment,North Dakota,75,<=1/4 mile,Clear/PC,5,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,3,6,61,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
24072022,2022-07-24,10,52,AM,Trespasser,North Dakota,80,>1/4 mile and <=1/2 mile,Clear/PC,76,178,0,0,Other,Owned by Carrier,Max spd 25-40mph,5,5,43,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
SW0522103,2022-05-22,5,20,AM,Derailment,North Dakota,60,<=1/4 mile,Clear/PC,38,11336,77,10,Other,Owned by Carrier,Max spd 40-60mph,6,6,61,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
AZE107922D,2022-06-14,2,30,PM,Derailment,North Dakota,95,>1/4 mile and <=1/2 mile,Clear/PC,4,8517,59,25,Human,Leased Another Railroad,Max spd 10mph or less,7,7,23,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
SW0722104,2022-07-15,12,6,PM,Derailment,North Dakota,97,>1/4 mile and <=1/2 mile,Clear/PC,8,4610,37,2,Human,Leased Another Railroad,Max spd 10mph or less,5,5,9,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
144419,2022-02-17,11,40,AM,Derailment,North Carolina,66,>1/4 mile and <=1/2 mile,Clear/PC,0,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,13,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
202443,2022-01-14,9,40,PM,Derailment,North Carolina,28,>1 mile and <=2 miles,Clear/PC,3,8779,43,0,Human,Leased Another Railroad,Max spd 10mph or less,2,2,13,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
202201059,2022-01-18,11,16,AM,Trespasser,North Carolina,35,>1/4 mile and <=1/2 mile,Clear/PC,36,0,0,0,Other,Owned by Carrier,Max spd 20-25mph,2,2,27,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
144032,2022-01-14,9,40,PM,Derailment,North Carolina,25,>1 mile and <=2 miles,Clear/PC,0,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,13,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
203148,2022-02-17,11,40,AM,Derailment,North Carolina,47,>1/4 mile and <=1/2 mile,Rain,3,5558,41,0,Human,Leased Another Railroad,Max spd 10mph or less,1,1,13,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
202204189,2022-04-13,8,15,PM,Derailment,North Carolina,55,>1 mile and <=2 miles,Clear/PC,5,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,17,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
20220522,2022-05-22,7,41,PM,Trespasser,North Carolina,76,>1/4 mile and <=1/2 mile,Clear/PC,25,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,7,3,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
171073,2022-05-01,8,12,PM,,North Carolina,50,>1 mile and <=2 miles,Rain,0,0,0,0,Other,Owned by Carrier,Max spd 40-60mph,3,3,17,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
144141,2022-01-25,8,30,AM,Derailment,North Carolina,39,>1/4 mile and <=1/2 mile,Clear/PC,0,0,0,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,13,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
202202070,2022-01-12,7,58,PM,Derailment,North Carolina,37,>1 mile and <=2 miles,Clear/PC,2,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,1,2,17,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
208676,2022-12-04,10,40,AM,Trespasser,North Carolina,40,>1/4 mile and <=1/2 mile,Clear/PC,7,1324,6,17,Other,Trackage Rights Only,Max spd 10mph or less,2,2,17,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
172441,2022-08-23,6,0,PM,,North Carolina,92,>1/4 mile and <=1/2 mile,Rain,0,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,3,3,17,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
208300,2022-11-11,5,40,AM,Trespasser,North Carolina,52,<=1/4 mile,Rain,9,6703,48,0,Other,Owned by Carrier,Max spd 10-20mph,2,2,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
144134,2022-01-25,8,30,AM,Derailment,North Carolina,39,>1/4 mile and <=1/2 mile,Clear/PC,5,1394,10,0,Other,Leased Another Railroad,Max spd 10mph or less,9,9,13,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
145100,2022-04-28,6,30,AM,Derailment,North Carolina,38,<=1/4 mile,Clear/PC,3,0,75,57,Human,Leased Another Railroad,Max spd 10mph or less,6,6,7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
202206235,2022-05-21,11,10,AM,,North Carolina,57,>1/4 mile and <=1/2 mile,Rain,30,0,0,0,Other,Owned by Carrier,Max spd 20-25mph,5,5,13,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
202206236,2022-05-22,5,5,PM,,North Carolina,93,>1/4 mile and <=1/2 mile,Clear/PC,50,0,0,0,Other,Owned by Carrier,Max spd 20-25mph,3,3,27,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
202202072,2022-01-03,1,16,AM,Derailment,North Carolina,19,>1 mile and <=2 miles,Clear/PC,2,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,8,5,35,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
202208328,2022-08-07,1,12,PM,,North Carolina,93,>1/4 mile and <=1/2 mile,Clear/PC,54,0,0,0,Other,Owned by Carrier,Max spd 40-60mph,9,9,23,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
202208329,2022-08-23,6,0,PM,,North Carolina,92,>1/4 mile and <=1/2 mile,Rain,55,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,7,7,17,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
202209375,2022-09-09,10,19,AM,Derailment,North Carolina,81,>1/4 mile and <=1/2 mile,Clear/PC,5,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,2,3,17,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
172440,2022-08-07,1,12,PM,,North Carolina,93,>1/4 mile and <=1/2 mile,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 40-60mph,3,3,23,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
Y227,2022-09-28,11,9,AM,Derailment,North Carolina,70,>1/4 mile and <=1/2 mile,Clear/PC,10,0,0,0,Other,Owned by Carrier,Max spd 10mph or less,6,6,21,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
202206234,2022-05-25,5,35,PM,,North Carolina,60,>1 mile and <=2 miles,Clear/PC,35,0,0,0,Other,Owned by Carrier,Max spd 20-25mph,7,7,23,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
202206258,2022-06-11,5,40,PM,,North Carolina,67,>1/4 mile and <=1/2 mile,Rain,40,0,0,0,Other,Owned by Carrier,Max spd 40-60mph,2,2,23,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
202204154,2022-03-31,10,25,AM,Derailment,North Carolina,59,>1/4 mile and <=1/2 mile,Clear/PC,5,0,0,0,Other,Leased Another Railroad,Max spd 10mph or less,5,5,35,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
I04202201,2022-04-23,12,11,AM,Derailment,North Carolina,55,>1 mile and <=2 miles,Rain,10,0,2,0,Other,Owned by Carrier,Max spd 10-20mph,1,1,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
171416,2022-05-25,5,35,PM,,North Carolina,60,>1/4 mile and <=1/2 mile,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 20-25mph,3,3,23,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
171415,2022-05-21,11,10,AM,,North Carolina,57,>1/4 mile and <=1/2 mile,Rain,0,0,0,0,Other,Owned by Carrier,Max spd 20-25mph,3,3,13,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
202205199,2022-05-01,8,12,PM,,North Carolina,50,>1 mile and <=2 miles,Rain,35,0,0,0,Other,Owned by Carrier,Max spd 40-60mph,5,6,17,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
202201,2022-03-15,12,0,PM,Derailment,North Carolina,60,>1/4 mile and <=1/2 mile,Clear/PC,7,2800,22,0,Human,Leased Another Railroad,Max spd 10mph or less,7,7,23,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
144488,2022-02-22,3,15,PM,Derailment,North Carolina,57,>1/4 mile and <=1/2 mile,Snow/Hail,5,1169,17,3,Other,Leased Another Railroad,Max spd 10mph or less,8,8,15,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
146374,2022-09-03,10,0,AM,Derailment,North Carolina,80,>1/4 mile and <=1/2 mile,Clear/PC,10,0,29,22,Human,Leased Another Railroad,Max spd 10mph or less,10,10,13,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
220314SD1,2022-03-14,5,46,PM,Derailment,North Carolina,47,>1/2 mile and <=1 mile,Clear/PC,5,245,5,3,Human,Jointly Owned,Max spd 20-25mph,1,1,37,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
I03202201,2022-03-20,4,57,PM,Other,North Carolina,56,>1/4 mile and <=1/2 mile,Rain,2,0,0,0,Human,Leased Another Railroad,Max spd 20-25mph,2,3,17,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
I03202201,2022-03-20,4,57,PM,Other,North Carolina,56,>1/4 mile and <=1/2 mile,Rain,2,0,0,0,Human,Leased Another Railroad,Max spd 20-25mph,2,3,17,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
I01202201,2022-01-14,1,27,AM,Derailment,North Carolina,36,>1 mile and <=2 miles,Rain,12,0,0,0,Other,Leased Another Railroad,Max spd 20-25mph,2,3,17,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
146132,2022-08-10,8,31,AM,Derailment,North Carolina,80,>1/4 mile and <=1/2 mile,Clear/PC,5,0,21,8,Other,Leased Another Railroad,Max spd 10mph or less,8,3,7,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
I11202201,2022-11-08,8,25,PM,Hazardous material release,North Carolina,52,>1 mile and <=2 miles,Clear/PC,8,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,17,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
202210409,2022-10-15,11,50,PM,Trespasser,North Carolina,53,>1 mile and <=2 miles,Clear/PC,42,0,0,0,Other,Owned by Carrier,Max spd 20-25mph,8,8,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
221116SD2,2022-11-16,6,34,PM,Grade crossing accident,North Carolina,44,>1/2 mile and <=1 mile,Rain,29,3500,20,37,Other,Owned by Carrier,Max spd 20-25mph,10,10,37,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
202210396,2022-09-26,4,20,PM,Non-train accident,North Carolina,56,>1/4 mile and <=1/2 mile,Rain,43,0,0,0,Other,Owned by Carrier,Max spd 20-25mph,7,7,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
I12202203,2022-12-25,4,18,PM,Fire/explosion,North Carolina,27,>1/4 mile and <=1/2 mile,Rain,15,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,2,2,17,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
151477,2022-11-15,9,0,PM,Trespasser,North Carolina,51,>1 mile and <=2 miles,Snow/Hail,40,1196,25,0,Other,Owned by Carrier,Max spd 25-40mph,8,8,23,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
146694,2022-12-18,9,15,PM,Derailment,North Carolina,30,>1 mile and <=2 miles,Clear/PC,9,4273,33,0,Other,Jointly Owned,Max spd 10mph or less,4,4,13,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0422GP026,2022-04-23,5,0,AM,Derailment,New Jersey,45,<=1/4 mile,Rain,3,2201,11,23,Other,Leased Another Railroad,Max spd 10mph or less,5,3,111,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0422GP037,2022-04-29,5,50,PM,Derailment,New Jersey,73,>1/4 mile and <=1/2 mile,Rain,39,4091,76,2,Other,Owned by Carrier,Max spd 40-60mph,6,6,19,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0422GL005,2022-04-04,5,20,PM,Derailment,New Jersey,59,>1/4 mile and <=1/2 mile,Clear/PC,34,19305,135,0,Other,Owned by Carrier,Max spd 40-60mph,10,10,53,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
0422GP010,2022-04-13,5,0,PM,Hazardous material release,New Jersey,46,>1/4 mile and <=1/2 mile,Rain,7,53,0,1,Other,Leased Another Railroad,Max spd 10mph or less,3,3,111,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0422GP006,2022-04-09,3,30,PM,Hazardous material release,New Jersey,82,>1/4 mile and <=1/2 mile,Clear/PC,0,425,3,0,Other,Leased Another Railroad,Max spd 10-20mph,3,3,111,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0422GP006,2022-04-09,3,30,PM,Hazardous material release,New Jersey,82,>1/4 mile and <=1/2 mile,Clear/PC,13,425,3,0,Other,Leased Another Railroad,Max spd 10-20mph,3,3,111,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0422GP010,2022-04-13,5,0,PM,Hazardous material release,New Jersey,46,>1/4 mile and <=1/2 mile,Rain,0,52,0,1,Other,Leased Another Railroad,Max spd 10mph or less,3,3,111,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0122GL011,2022-01-19,7,40,PM,,New Jersey,6,>1/2 mile and <=1 mile,Rain,3,1080,7,5,Human,Leased Another Railroad,Max spd 10mph or less,2,2,141,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0122GP017,2022-01-11,4,40,PM,Derailment,New Jersey,55,>1/4 mile and <=1/2 mile,Clear/PC,50,9746,58,69,Other,Owned by Carrier,Max spd 25-40mph,6,6,35,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0122GP046,2022-01-31,11,0,PM,Derailment,New Jersey,36,>1 mile and <=2 miles,Clear/PC,5,11518,125,52,Human,Leased Another Railroad,Max spd 10mph or less,9,9,111,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
HL0122113,2022-01-25,3,30,AM,Derailment,New Jersey,0,>1 mile and <=2 miles,Clear/PC,4,2010,0,82,Human,Leased Another Railroad,Max spd 10mph or less,1,1,109,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0222GL008,2022-02-11,8,54,PM,Derailment,New Jersey,20,>1 mile and <=2 miles,Clear/PC,34,12359,103,0,Other,Owned by Carrier,Max spd 20-25mph,9,9,177,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
PR0222109,2022-02-13,1,6,PM,Derailment,New Jersey,50,>1/4 mile and <=1/2 mile,Clear/PC,3,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,13,3,13,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0422GP013,2022-04-17,7,20,PM,Derailment,New Jersey,61,>1/2 mile and <=1 mile,Rain,15,6366,0,297,Other,Leased Another Railroad,Max spd 20-25mph,2,2,111,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0422GP015,2022-04-19,6,0,AM,Hazardous material release,New Jersey,40,<=1/4 mile,Rain,11,129,1,0,Other,Leased Another Railroad,Max spd 10-20mph,3,3,111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
PR0422102,2022-04-06,4,37,AM,Derailment,New Jersey,33,<=1/4 mile,Clear/PC,7,5917,38,22,Human,Leased Another Railroad,Max spd 10mph or less,4,4,157,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0522GP014,2022-05-20,10,31,AM,Hazardous material release,New Jersey,51,>1/4 mile and <=1/2 mile,Rain,0,131,1,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,111,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0522GP014,2022-05-20,10,31,AM,Hazardous material release,New Jersey,51,>1/4 mile and <=1/2 mile,Rain,5,7473,5,1,Other,Leased Another Railroad,Max spd 10mph or less,4,3,111,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
