incdtno,date,timehr,timemin,ampm,type,state,temp,visiblty,weather,trnspd,tons,loadf1,emptyf1,cause,acctrk,acctrkcl,enghr,cdtrhr,cntycd,visiblty_>1 mile and <=2 miles,visiblty_>1/2 mile and <=1 mile,visiblty_>1/4 mile and <=1/2 mile,weather_clear/pc,weather_crosswinds,weather_fog/smoke,weather_rain,weather_snow/hail,acctrkcl_max spd 10mph or less,acctrkcl_max spd 20-25mph,acctrkcl_max spd 25-40mph,acctrkcl_max spd 40-60mph,acctrkcl_max spd 60mph or more,acctrk_leased another railroad,acctrk_owned by carrier,acctrk_trackage rights only
RD0320112,2020-03-13,1,30,PM,Other,Washington,75,>1/4 mile and <=1/2 mile,Clear/PC,0,6603,52,0,Human,Leased Another Railroad,Max spd 10mph or less,6,6,291,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
RD0320112,2020-03-13,1,30,PM,Other,Washington,75,>1/4 mile and <=1/2 mile,Clear/PC,4,2394,18,0,Human,Leased Another Railroad,Max spd 10mph or less,6,6,291,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0620ES064,2020-06-14,1,30,PM,Derailment,Washington,88,>1/4 mile and <=1/2 mile,Clear/PC,2,0,0,1,Other,Owned by Carrier,Max spd 20-25mph,5,3,439,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
1120GC037,2020-11-24,1,40,PM,Non-train accident,Washington,76,>1/4 mile and <=1/2 mile,Rain,7,13829,100,0,Other,Trackage Rights Only,Max spd 10mph or less,2,2,245,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
RD1120111,2020-11-16,5,35,PM,Derailment,Washington,68,>1/2 mile and <=1 mile,Clear/PC,2,1078,2,26,Human,Leased Another Railroad,Max spd 10mph or less,10,10,29,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
LSER91820D,2020-09-18,2,35,PM,Derailment,Washington,71,>1/4 mile and <=1/2 mile,Clear/PC,22,494,0,0,Other,Owned by Carrier,Max spd 10-20mph,12,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
201108003,2020-11-08,9,0,PM,Hazardous material release,Washington,72,>1 mile and <=2 miles,Clear/PC,5,2300,20,5,Human,Leased Another Railroad,Max spd 10mph or less,1,1,201,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
F012020,2020-01-12,10,20,AM,Derailment,Washington,48,>1/4 mile and <=1/2 mile,Rain,2,0,32,0,Other,Trackage Rights Only,Max spd 10mph or less,4,4,71,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
AZE345220D,2020-02-24,8,20,PM,Derailment,Arkansas,58,>1 mile and <=2 miles,Clear/PC,10,9990,75,17,Other,Owned by Carrier,Max spd 10-20mph,8,8,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SW0520102,2020-05-19,6,0,AM,Derailment,Arkansas,60,<=1/4 mile,Clear/PC,5,5151,28,36,Other,Leased Another Railroad,Max spd 10mph or less,10,10,17,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
SW0520103,2020-05-21,1,10,AM,Derailment,Arkansas,45,>1 mile and <=2 miles,Clear/PC,10,6207,0,178,Other,Leased Another Railroad,Max spd 10mph or less,5,5,17,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
SW0520103,2020-05-21,1,10,AM,Derailment,Arkansas,45,>1 mile and <=2 miles,Clear/PC,0,10254,76,22,Other,Leased Another Railroad,Max spd 10mph or less,2,2,17,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
DGN546620,2020-01-24,12,45,AM,Derailment,Washington,40,>1 mile and <=2 miles,Clear/PC,3,2498,18,0,Other,Trackage Rights Only,Max spd 10mph or less,3,3,113,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
163341,2020-03-03,12,15,PM,Trespasser,Washington,77,>1/4 mile and <=1/2 mile,Rain,70,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,7,7,481,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
20030603,2020-03-06,3,54,PM,Non-train accident,Washington,70,>1/4 mile and <=1/2 mile,Clear/PC,35,3423,14,59,Other,Owned by Carrier,Max spd 20-25mph,7,7,469,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
KS0720112,2020-07-15,10,20,AM,Grade crossing accident,Washington,85,>1/4 mile and <=1/2 mile,Clear/PC,10,5,0,1,Human,Owned by Carrier,Max spd 40-60mph,2,3,393,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
0320HO003,2020-03-03,12,15,PM,Trespasser,Washington,79,>1/4 mile and <=1/2 mile,Rain,0,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,3,3,481,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
RD0520121,2020-05-24,3,50,AM,Derailment,Washington,64,>1 mile and <=2 miles,Clear/PC,5,5227,35,18,Human,Leased Another Railroad,Max spd 10mph or less,8,8,353,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2020000009,2020-05-06,2,45,AM,Derailment,Washington,70,>1 mile and <=2 miles,Rain,0,0,0,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,201,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
RLAX52220,2020-05-20,2,15,PM,Unknown,Washington,92,>1/4 mile and <=1/2 mile,Clear/PC,3,610,4,3,Human,Leased Another Railroad,Max spd 10mph or less,7,7,71,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
KRR620820,2020-06-23,11,16,PM,Derailment,Washington,72,>1 mile and <=2 miles,Clear/PC,9,1515,13,0,Other,Owned by Carrier,Max spd 10mph or less,2,2,277,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6232020,2020-06-23,4,10,PM,Derailment,Washington,90,>1/4 mile and <=1/2 mile,Clear/PC,8,2910,57,9,Other,Jointly Owned,Max spd 10mph or less,10,11,399,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0620HO019,2020-06-19,9,30,PM,Hazardous material release,Washington,81,>1 mile and <=2 miles,Rain,6,54,0,2,Other,Leased Another Railroad,Max spd 10mph or less,7,3,201,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0620HO019,2020-06-19,9,30,PM,Hazardous material release,Washington,81,>1 mile and <=2 miles,Rain,0,245,2,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,201,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0620TO016,2020-06-05,10,13,AM,Derailment,Washington,82,>1/4 mile and <=1/2 mile,Clear/PC,30,12269,82,69,Other,Owned by Carrier,Max spd 40-60mph,9,9,227,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
0620TO027,2020-06-14,7,25,AM,Derailment,Washington,73,>1/4 mile and <=1/2 mile,Clear/PC,2,150,0,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,113,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0620TO008,2020-06-04,12,45,PM,Hazardous material release,Washington,89,>1/4 mile and <=1/2 mile,Rain,5,854,2,20,Human,Leased Another Railroad,Max spd 10mph or less,5,3,113,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
20122301,2020-12-23,8,30,PM,Derailment,Washington,46,>1 mile and <=2 miles,Rain,0,66,0,2,Human,Jointly Owned,Max spd 10mph or less,3,3,221,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20122301,2020-12-23,8,30,PM,Derailment,Washington,46,>1 mile and <=2 miles,Rain,1,2617,0,79,Human,Jointly Owned,Max spd 10mph or less,3,3,221,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2020000020,2020-10-05,10,0,PM,Other,Washington,78,>1 mile and <=2 miles,Clear/PC,0,390,3,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,201,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
201130004,2020-11-30,3,0,PM,Derailment,Washington,52,>1/4 mile and <=1/2 mile,Clear/PC,6,11980,93,0,Other,Owned by Carrier,Max spd 10mph or less,8,8,351,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
2020000020,2020-10-05,10,0,PM,Other,Washington,78,>1 mile and <=2 miles,Clear/PC,11,1000,10,0,Human,Leased Another Railroad,Max spd 10mph or less,7,7,201,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
20002,2020-01-28,7,35,AM,Trespasser,Washington,53,<=1/4 mile,Rain,47,178,0,0,Other,Owned by Carrier,Max spd 40-60mph,3,3,439,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
20112401,2020-11-24,10,30,AM,Derailment,Washington,57,>1/4 mile and <=1/2 mile,Fog/Smoke,8,4148,27,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,143,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1020HO003,2020-10-06,12,15,AM,Derailment,Washington,72,>1 mile and <=2 miles,Rain,4,3456,34,32,Other,Leased Another Railroad,Max spd 10mph or less,1,3,201,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1020TO001,2020-10-03,2,40,AM,Hazardous material release,Washington,63,>1 mile and <=2 miles,Clear/PC,3,128,1,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,439,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1020GC026,2020-10-16,10,50,PM,Trespasser,Washington,58,>1 mile and <=2 miles,Clear/PC,40,11367,54,137,Other,Owned by Carrier,Max spd 25-40mph,8,8,407,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0920TO025,2020-09-21,8,52,AM,Trespasser,Washington,68,>1/4 mile and <=1/2 mile,Rain,64,6061,89,0,Other,Owned by Carrier,Max spd 40-60mph,6,6,257,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0620TO044,2020-06-27,6,5,PM,Derailment,Washington,94,>1/2 mile and <=1 mile,Clear/PC,2,1739,12,6,Human,Trackage Rights Only,Max spd 10mph or less,4,4,227,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
D202007,2020-04-22,6,10,AM,Derailment,Louisiana,45,<=1/4 mile,Clear/PC,3,1950,15,0,Other,Leased Another Railroad,Max spd 10-20mph,1,1,113,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1020ES013,2020-10-07,9,30,AM,Derailment,Washington,70,>1/4 mile and <=1/2 mile,Clear/PC,5,0,0,1,Human,Owned by Carrier,Max spd 10mph or less,2,3,439,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
RD0420115,2020-04-28,3,15,AM,Derailment,Washington,62,>1 mile and <=2 miles,Clear/PC,1,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,4,4,27,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
RD0220126,2020-02-18,5,43,AM,Grade crossing accident,Washington,41,<=1/4 mile,Clear/PC,42,10659,83,18,Other,Owned by Carrier,Max spd 25-40mph,1,1,219,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
RD0220128,2020-02-26,2,10,AM,Derailment,Washington,54,>1 mile and <=2 miles,Rain,5,1452,0,44,Other,Trackage Rights Only,Max spd 10mph or less,10,10,241,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
RD0220131,2020-02-29,3,14,AM,Other,Washington,47,>1 mile and <=2 miles,Clear/PC,0,847,1,2,Human,Leased Another Railroad,Max spd 10mph or less,3,3,201,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0220TO010,2020-02-10,1,45,AM,Hazardous material release,Washington,56,>1 mile and <=2 miles,Rain,1,74,0,2,Human,Leased Another Railroad,Max spd 10mph or less,3,3,439,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0220TO026,2020-02-22,12,38,AM,,Washington,39,>1 mile and <=2 miles,Clear/PC,20,497,4,0,Human,Owned by Carrier,Max spd 25-40mph,3,3,217,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0220TO029,2020-02-25,1,0,AM,Derailment,Washington,47,>1 mile and <=2 miles,Clear/PC,8,1500,0,32,Other,Trackage Rights Only,Max spd 10mph or less,4,4,139,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0220SX018,2020-02-23,8,51,AM,Derailment,Washington,44,>1/4 mile and <=1/2 mile,Rain,0,0,0,0,Other,Owned by Carrier,Max spd 20-25mph,3,3,271,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0220SX019,2020-02-25,7,11,AM,Trespasser,Washington,43,<=1/4 mile,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,3,3,187,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0220TO003,2020-02-05,2,45,AM,Derailment,Washington,47,>1 mile and <=2 miles,Rain,3,1050,0,26,Other,Leased Another Railroad,Max spd 10mph or less,2,2,439,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0220HO011,2020-02-09,3,50,PM,Derailment,Washington,72,>1/4 mile and <=1/2 mile,Rain,2,8128,52,45,Other,Leased Another Railroad,Max spd 10mph or less,8,8,201,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0220HO014,2020-02-10,4,45,AM,Derailment,Washington,69,<=1/4 mile,Rain,4,13258,94,0,Other,Trackage Rights Only,Max spd 10mph or less,5,5,201,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0120GL026,2020-01-25,4,5,AM,Non-train accident,Louisiana,28,<=1/4 mile,Clear/PC,30,19710,146,0,Other,Owned by Carrier,Max spd 20-25mph,3,3,171,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1020LA016,2020-10-07,5,0,PM,Derailment,Arkansas,101,>1/4 mile and <=1/2 mile,Clear/PC,4,4283,29,0,Human,Jointly Owned,Max spd 10-20mph,2,2,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0220HO019,2020-02-17,7,44,AM,Derailment,Washington,63,>1/4 mile and <=1/2 mile,Rain,2,275,44,0,Other,Leased Another Railroad,Max spd 10mph or less,8,3,201,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0220HO028,2020-02-19,9,24,AM,Trespasser,Washington,58,>1/4 mile and <=1/2 mile,Rain,38,1000,3,0,Other,Owned by Carrier,Max spd 25-40mph,6,6,157,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0220SX005,2020-02-07,7,47,PM,Derailment,Washington,65,>1/2 mile and <=1 mile,Clear/PC,1,6498,41,71,Other,Leased Another Railroad,Max spd 10mph or less,9,9,29,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0220SX007,2020-02-10,1,30,PM,Derailment,Washington,83,>1/4 mile and <=1/2 mile,Clear/PC,9,6410,58,36,Other,Leased Another Railroad,Max spd 10mph or less,7,7,479,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1220LA035,2020-12-02,9,32,PM,Level crossing,Arkansas,49,>1 mile and <=2 miles,Clear/PC,20,17836,133,51,Human,Owned by Carrier,Max spd 20-25mph,9,3,19,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0920LA013,2020-09-18,6,20,AM,Derailment,Arkansas,59,<=1/4 mile,Clear/PC,4,2096,16,3,Human,Leased Another Railroad,Max spd 10mph or less,6,6,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
AZCR022520,2020-02-17,11,10,AM,Derailment,Arkansas,43,>1/4 mile and <=1/2 mile,Clear/PC,10,810,5,22,Other,Owned by Carrier,Max spd 10mph or less,7,7,25,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
SW0620102,2020-06-07,9,43,AM,Derailment,Arkansas,84,>1/4 mile and <=1/2 mile,Clear/PC,8,5938,35,37,Human,Leased Another Railroad,Max spd 10mph or less,4,4,17,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0520ST002,2020-05-05,3,0,AM,Hazardous material release,Arkansas,70,>1 mile and <=2 miles,Clear/PC,5,615,0,6,Human,Jointly Owned,Max spd 10mph or less,6,6,21,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0520ST002,2020-05-05,3,0,AM,Hazardous material release,Arkansas,70,>1 mile and <=2 miles,Clear/PC,0,240,1,2,Human,Jointly Owned,Max spd 10mph or less,3,3,21,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0520ST015,2020-05-28,7,5,AM,Derailment,Arkansas,83,>1/4 mile and <=1/2 mile,Clear/PC,4,11817,90,7,Human,Owned by Carrier,Max spd 10-20mph,9,9,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SW0720111,2020-07-25,5,19,PM,Derailment,Arkansas,83,>1/2 mile and <=1 mile,Clear/PC,29,10740,83,3,Human,Owned by Carrier,Max spd 25-40mph,12,12,25,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0120ST018,2020-01-23,8,25,AM,Derailment,Arkansas,41,>1/4 mile and <=1/2 mile,Clear/PC,2,1310,10,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,19,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
165044,2020-08-04,12,40,AM,,Arkansas,91,>1 mile and <=2 miles,Clear/PC,73,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,2,2,15,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0720LA037,2020-07-29,6,6,AM,Derailment,Arkansas,90,<=1/4 mile,Clear/PC,22,11194,87,8,Other,Owned by Carrier,Max spd 10-20mph,9,9,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20231,2020-08-18,2,25,AM,Derailment,Hawaii,77,>1 mile and <=2 miles,Clear/PC,0,0,0,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,117,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0720LA036,2020-07-28,7,30,AM,Hazardous material release,Arkansas,91,<=1/4 mile,Clear/PC,5,48,1,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,13,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0720LA036,2020-07-28,7,30,AM,Hazardous material release,Arkansas,91,<=1/4 mile,Clear/PC,1,2323,17,1,Human,Leased Another Railroad,Max spd 10mph or less,1,1,13,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
SW1220106,2020-12-15,7,0,AM,Derailment,Arkansas,18,<=1/4 mile,Clear/PC,6,7990,50,34,Other,Leased Another Railroad,Max spd 10mph or less,11,11,17,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0420LA008,2020-04-05,12,33,PM,Derailment,Colorado,59,>1/4 mile and <=1/2 mile,Rain,4,6987,44,50,Human,Owned by Carrier,Max spd 25-40mph,6,3,71,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
FY2013470,2020-04-02,4,55,PM,Trespasser,Colorado,65,>1/4 mile and <=1/2 mile,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 40-60mph,3,3,73,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
CA0420103,2020-04-03,10,50,AM,Derailment,Colorado,70,>1/4 mile and <=1/2 mile,Clear/PC,32,7136,82,3,Other,Owned by Carrier,Max spd 25-40mph,1,1,71,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
20012501,2020-01-25,4,30,AM,Derailment,Washington,48,>1 mile and <=2 miles,Rain,4,2451,12,20,Other,Trackage Rights Only,Max spd 10mph or less,6,6,245,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0520GC015,2020-05-20,7,53,AM,Trespasser,Washington,76,>1/4 mile and <=1/2 mile,Clear/PC,9,14588,99,50,Other,Leased Another Railroad,Max spd 10mph or less,3,3,39,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0220HO008,2020-02-08,12,45,AM,Derailment,Washington,54,>1 mile and <=2 miles,Clear/PC,4,5530,13,113,Other,Owned by Carrier,Max spd 10mph or less,11,11,201,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0820MA031,2020-08-24,4,36,AM,Derailment,California,71,<=1/4 mile,Clear/PC,4,411,3,0,Other,Leased Another Railroad,Max spd 10mph or less,4,3,119,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0820MA001,2020-08-02,10,50,PM,Derailment,California,76,>1 mile and <=2 miles,Rain,10,265,2,0,Other,Leased Another Railroad,Max spd 10mph or less,6,3,119,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0720MA002,2020-07-02,2,0,AM,Derailment,California,74,>1 mile and <=2 miles,Rain,5,2134,12,20,Other,Trackage Rights Only,Max spd 10mph or less,11,3,119,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
111020,2020-11-10,6,35,PM,Trespasser,Colorado,63,>1 mile and <=2 miles,Clear/PC,50,569,0,0,Other,Owned by Carrier,Max spd 25-40mph,10,10,71,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1020NC043,2020-10-31,9,15,AM,Trespasser,Colorado,56,>1/4 mile and <=1/2 mile,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,3,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0220TO010,2020-02-10,1,45,AM,Hazardous material release,Washington,56,>1 mile and <=2 miles,Rain,1,1849,36,8,Human,Leased Another Railroad,Max spd 10mph or less,11,11,439,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
RD0220105,2020-02-07,10,59,PM,Derailment,Washington,50,>1 mile and <=2 miles,Clear/PC,5,300,0,10,Human,Trackage Rights Only,Max spd 10mph or less,7,7,439,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
RD0220123,2020-02-23,8,51,AM,Derailment,Washington,44,>1/4 mile and <=1/2 mile,Rain,7,11925,90,0,Other,Owned by Carrier,Max spd 20-25mph,6,6,271,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
KS0220101,2020-02-01,12,55,AM,Derailment,Washington,38,>1 mile and <=2 miles,Clear/PC,10,253,2,1,Human,Leased Another Railroad,Max spd 10mph or less,3,2,375,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0720MA014,2020-07-09,1,46,AM,Derailment,California,77,>1 mile and <=2 miles,Rain,10,1314,44,3,Other,Leased Another Railroad,Max spd 10mph or less,3,3,69,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0720MA037,2020-07-24,12,35,AM,Derailment,California,76,>1 mile and <=2 miles,Rain,48,3661,59,0,Other,Owned by Carrier,Max spd 40-60mph,2,2,35,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1220MA015,2020-12-14,6,30,AM,Derailment,California,36,<=1/4 mile,Rain,4,314,2,2,Human,Leased Another Railroad,Max spd 10mph or less,5,3,69,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
KRR641620,2020-07-30,1,0,AM,Derailment,California,90,>1 mile and <=2 miles,Rain,8,6966,49,7,Other,Owned by Carrier,Max spd 10mph or less,7,7,81,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0120MA015,2020-01-18,4,55,PM,Derailment,California,62,>1/4 mile and <=1/2 mile,Clear/PC,15,6266,96,0,Other,Owned by Carrier,Max spd 25-40mph,1,1,69,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
20052805,2020-05-28,11,25,AM,Derailment,California,75,>1/4 mile and <=1/2 mile,Clear/PC,3,1030,9,6,Human,Leased Another Railroad,Max spd 10mph or less,5,5,131,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
200416002,2020-04-16,9,12,AM,Derailment,Alabama,70,>1/4 mile and <=1/2 mile,Clear/PC,10,1720,7,27,Human,Leased Another Railroad,Max spd 10mph or less,1,1,125,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
PR1120110,2020-11-29,4,1,AM,Derailment,,19,<=1/4 mile,Clear/PC,7,7651,53,28,Human,Leased Another Railroad,Max spd 10mph or less,3,5,25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
PR1120110,2020-11-29,4,1,AM,Derailment,,19,<=1/4 mile,Clear/PC,0,6541,67,29,Human,Leased Another Railroad,Max spd 10mph or less,3,3,25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
RJAL2001,2020-09-30,2,10,PM,,Alabama,76,>1/4 mile and <=1/2 mile,Clear/PC,2,120,16,3,Human,Leased Another Railroad,Max spd 10mph or less,7,7,121,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
139240,2020-09-23,9,55,PM,Derailment,Alabama,72,>1 mile and <=2 miles,Snow/Hail,4,10951,78,47,Other,Leased Another Railroad,Max spd 10mph or less,7,7,73,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
139291,2020-09-29,12,15,AM,Derailment,Alabama,68,>1 mile and <=2 miles,Clear/PC,17,11705,74,72,Other,Owned by Carrier,Max spd 10-20mph,12,12,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ATN202860,2020-12-09,4,0,AM,Other,Alabama,32,<=1/4 mile,Clear/PC,4,2350,42,0,Human,Leased Another Railroad,Max spd 10mph or less,9,9,73,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0520MA017,2020-05-12,2,8,AM,Derailment,California,54,>1 mile and <=2 miles,Rain,7,1402,10,3,Other,Leased Another Railroad,Max spd 10mph or less,3,3,69,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1220ES009,2020-12-04,3,30,PM,Grade crossing accident,California,53,>1/4 mile and <=1/2 mile,Clear/PC,25,0,0,1,Other,Owned by Carrier,Max spd 40-60mph,7,3,119,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
0320MA011,2020-03-09,6,30,PM,Derailment,California,64,>1/2 mile and <=1 mile,Snow/Hail,4,700,4,5,Human,Trackage Rights Only,Max spd 10mph or less,4,4,41,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0320MA037,2020-03-28,3,35,PM,Hazardous material release,California,73,>1/4 mile and <=1/2 mile,Snow/Hail,3,221,2,3,Other,Leased Another Railroad,Max spd 10mph or less,3,3,119,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0120ES075,2020-01-29,3,17,PM,Derailment,Colorado,50,>1/4 mile and <=1/2 mile,Clear/PC,11,0,0,1,Other,Owned by Carrier,Max spd 40-60mph,8,3,71,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
0920NC054,2020-09-28,11,22,PM,Grade crossing accident,Colorado,80,>1 mile and <=2 miles,Clear/PC,7,1580,14,2,Other,Owned by Carrier,Max spd 20-25mph,8,3,13,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
202010211,2020-10-21,2,29,AM,Hazardous material release,Colorado,68,>1 mile and <=2 miles,Clear/PC,5,1123,8,2,Human,Leased Another Railroad,Max spd 10mph or less,1,1,37,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
91120,2020-09-11,8,35,PM,Derailment,Colorado,72,>1 mile and <=2 miles,Clear/PC,4,516,0,0,Human,Leased Another Railroad,Max spd 10mph or less,9,9,71,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
CA0320113,2020-03-28,2,25,AM,Derailment,Colorado,50,>1 mile and <=2 miles,Clear/PC,3,76,2,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,77,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
CA1020110,2020-10-25,11,30,PM,Derailment,Colorado,48,>1 mile and <=2 miles,Clear/PC,5,0,0,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,71,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
